,Sentence ID,HIT ID,Formality,Informativeness,Implicature,Length in Words,Length in Characters,F-score,I-score,Lexical Density,Sentence,Label
3270,3827,3HRWUH63QT1EQPTU8UZJ58LKZSTN59,5.0,6.4,3.8,19,120,76.3157894737,4.21052631579,57.8947368421,My solution: I used the scsi-spin commands from morgengenuss's script in a simpler script which is executed on shutdown.,1
3271,3828,34HEO7RUG5TWBTX3WX7HM36GS3IRA6,3.4,5.2,2.4,8,40,68.75,6.125,62.5,My solution was to re-install form a CD.,1
3272,3830,3538U0YQ1ETZOIT9WNSDI6ERJ5GF34,1.6,5.4,2.8,8,37,87.5,6.0,62.5,Mystic Seaport is way out of the way.,1
3273,3831,3JVP4ZJHDORNHHW2E8GFJ5TCWLOI03,3.8,4.4,3.4,15,75,50.0,6.8,53.3333333333,My suggestion would be to rent a car as it would give you some flexibility.,1
3274,3832,3Y40HMYLL0H0NYXDB1U0BM4Y0NWUXI,1.2,2.2,4.2,6,40,58.3333333333,2.66666666667,50.0,My two contributions or suggestions are:,1
3275,3835,39AYGO6AFEJA9TT8DD9OXEZKVN4N6P,2.8,5.6,2.6,29,144,62.068965517200006,5.0689655172400006,58.6206896552,My wife and I will be travelling in Mid-April from DC back home to Maine and would like to stop about halfway between - that's NY State (or CT).,1
3276,3836,3QTFNPMJC5HCX3DJFI6ZUCSF0R0ZNR,1.4,4.8,5.0,6,30,58.3333333333,3.33333333333,66.6666666667,my wireless is shakey at best.,1
3277,3846,3P888QFVX2TL1WC4T1NZI8GGLYKOQ1,3.8,5.0,2.6,13,82,57.6923076923,6.76923076923,76.9230769231,Nautilus was the problem I updated nautilus libraries and now system work properly,1
3278,3851,33KGGVH24TGKE16F9DKG0KZ1PQY1XP,3.4,4.4,3.2,9,46,77.7777777778,5.0,55.5555555556,Needs to be fixed with an update by Canonical.,1
3279,3852,3M67TQBQQGNQ7T1H2G7VVI6MMHDA93,2.4,4.0,5.4,6,38,50.0,4.5,66.6666666667,Need then to transfer to Philadelphia.,1
3280,3854,3T6EIBTM9KN4CCBMUMLVRDH6SZVAAI,2.8,5.0,3.8,9,44,55.5555555556,9.333333333330001,44.4444444444,Neither of us have been to the falls before.,1
3281,3858,3UYRNV2KISYXD7CW6S6MHSVB1IUN8B,5.2,5.8,3.2,15,85,60.0,5.4,60.0,"Network Manager doesn't show a Wireless card at all, even though it appeared in 7.10.",1
3282,3878,3RZS0FBRWJ9ZSVEM3JZJN3WPROGCP2,1.8,5.4,1.8,26,180,71.1538461538,3.84615384615,50.0,-next is copy/paste from my kate-  In /etc/ppp/options I commented out lcp-echo-failure 4 and removed the comment-out (#) from the   line -vj (something about jacobson compression),1
3283,3879,375VSR8FVV8XC15B8PNG3WXP1OPZRF,3.8,5.2,1.8,17,80,79.4117647059,4.882352941180001,64.7058823529,"Next month, my family will be arriving for the first time in NY for a week stay.",1
3284,3882,3XDSWAMB21RKS7F13WE8N8MZWK2CQT,4.2,3.8,5.4,12,79,66.6666666667,7.916666666669999,66.6666666667,Niagara Falls is spectacular from either side although they are not comparable.,1
3285,3883,334ZEL5JX5EXECRHL5C4D8VH3M5OSQ,1.2,1.4,4.2,3,17,66.6666666667,3.33333333333,100.0,Nice script clem!,1
3286,3887,3Z56AA6EK3Z4RB881CUOKZAKQXTM6N,2.6,4.0,4.8,6,43,33.3333333333,0.833333333333,100.0,"Nightly rates, relaxing, not too expensive.",1
3287,3893,3IH9TRB0FAYNO6HKARKFXACM1DUI16,4.8,5.4,3.0,2,13,100.0,3.0,50.0,No admission.,1
3288,3901,3TCFMTM8HDNJDL3ILOZNAU55CHX21F,2.4,2.4,3.6,6,33,66.6666666667,2.83333333333,50.0,no idea why that happened though.,1
3289,3902,3XBXDSS887IX48AJ2N2ZKZ8FNW3XLR,1.6,2.4,3.8,2,7,100.0,3.0,50.0,No joy.,1
3290,3905,3PN6H8C9R3P2AJEYEWCXHEPCD2SADK,2.0,5.2,4.0,15,65,73.3333333333,5.8,46.6666666667,None of us has the patience to wait 1 hour in line for pizza etc.,1
3291,3906,3BDORL6HKJCK48U1GB38SYW4S64CRU,2.0,4.2,3.4,6,40,83.3333333333,8.0,66.6666666667,No NY hotels charge for parking.........,1
3292,3908,3A520CCNWMZ72PSYARNHNW7XDETAED,2.2,4.2,3.6,8,28,62.5,7.5,50.0,No one has a fix for it yet.,1
3293,3910,3EAWOID6MSWS3NG2DFFYYUJ64NKV0D,1.0,3.4,2.0,4,14,75.0,4.5,75.0,no OS X there!,1
3294,3913,3OQQD2WO8H5JY9VZXVYYL3RJZX8I3Y,5.0,4.2,5.0,26,168,80.7692307692,2.57692307692,69.2307692308,"No solutions to this problem yet, and I've spent hours Google searching every possible combination of words (journal software for linux, diary software for linux, etc).",1
3295,3915,3O2Y2UIUCPT5KG1GHTKCZSVTUR2KFK,2.4,3.2,3.2,3,15,66.6666666667,1.33333333333,100.0,Not enough RAM.,1
3296,3917,3ZG552ORAL3ZZXJGS2JCHICL1L4V2X,3.8,4.2,3.0,18,110,58.3333333333,7.444444444439999,66.6666666667,"note that this machine has been working well since three years with FreeBSD, I would exclude hardware problems",1
3297,3919,3KTZHH2ONHERVPRWURRM4D6BWSJM89,2.4,3.6,2.4,7,48,42.8571428571,0.8571428571430001,85.7142857143,"nothing happens, and the script isn't installed.",1
3298,3924,3OKP4QVBP1W5M3OPGMD5NZS9QU8AGU,2.6,3.2,3.8,3,15,66.6666666667,4.66666666667,100.0,No-to be brief.,1
3299,3933,3X878VYTIDHHP1UWYZV3VNQ7O72F79,3.8,6.4,3.8,25,169,62.0,4.36,76.0,"Not too far from Annandale is The Culinary Institute of America in Hyde Park(which has fabulously delicious restuarants, but you need reservations. Check their website.)",1
3300,3938,30P8I9JKOHKRYU23ALLAFPFXLVVV5Y,1.8,2.4,4.4,5,22,40.0,7.6,80.0,Now as far as lodging.,1
3301,3941,3S8A4GJRD22NHY2HF4VF7VTXHQ6V6E,4.0,3.8,4.4,11,71,59.0909090909,6.181818181819999,63.636363636400006,Now execute the following two commands to update the package sources...,1
3302,3943,3LG268AV375Z16EFC293IMW7DIGRE1,4.6,5.0,4.6,4,30,50.0,8.0,75.0,Now follow these instructions:,1
3303,3947,33P2GD6NRMRPYCSMCJ8C2D76A6FKHI,1.8,3.6,2.4,15,73,33.3333333333,9.73333333333,73.3333333333,"now: how can i make that bloody icon stay there in case i press ""cancel""?",1
3304,3949,3FCO4VKOZ3CPJNU03OBXD557C6N7EJ,1.4,3.0,4.0,10,48,55.0,7.0,60.0,now if i change my window manager back to gnome.,1
3305,3950,3D17ECOUODU8Y3Z1PODST4AXIVY31S,2.6,4.4,2.8,10,48,40.0,8.9,70.0,Now I get this error when trying to start beryl:,1
3306,3951,3ZLW647WAKUFNOHX8SD6YNK2A1B237,2.2,2.6,4.8,11,49,27.2727272727,10.0909090909,72.72727272729999,now i got as far as resolving most issues i have.,1
3307,3952,3XD2A6FGFMTU7PNBJGTMGI0S8NKS9H,1.4,2.8,5.4,7,32,28.5714285714,3.14285714286,57.1428571429,Now I'm in Feisty and loving it.,1
3308,3957,3TX9T2ZCB802KXMX7JXMQV56T34ZWI,1.8,5.0,4.2,29,164,34.482758620700004,3.79310344828,72.4137931034,"Now, I've been using XMMS for years now, and I've always loved it, but lately I've been under the impression that development kinda stopped (or is very, very slow).",1
3309,3958,3BAWBGQGYKY6LYGMYE07D9TTC1QV7D,2.6,4.4,2.8,34,200,48.5294117647,7.529411764710001,67.6470588235,"Now I've got beryl running (using beryl-xgl, which was missing from 0.2.1), the only downsides right now are that it's an older version and software update keeps bugging me to install the new version.",1
3310,3966,3UUIU9GZC44CL2YE5QLVE7RCOAG5TT,1.6,3.8,2.2,16,96,59.375,5.75,56.25,now this script is started via another script which is called run_wdpm which logs into ~/wdp.log,1
3311,3967,33IXYHIZB4HIXMXUXCU2HEOZ1Q12EY,3.4,5.4,3.0,24,135,56.25,6.291666666669999,66.6666666667,"Now, unfortunately I've been having a lot of issues trying to get the vnc.so module provided by the vnc4server package to load in xorg.",1
3312,3968,37ZQELHEQZXCYWE00TG5MAW6LNJNMZ,2.6,5.6,1.6,29,205,50.0,2.2068965517200003,51.724137931,"Now uninstall all postgresql packages using aptitude and afterwards purge all the configuration files and manually delete the postgres directories in /etc/, /var/lib/ and /usr/share/ and all it's contents.",1
3313,3970,3SNR5F7R91SM87BWMFFU4UVGQMYIEP,2.4,5.8,2.8,35,214,62.8571428571,6.914285714289999,74.2857142857,"now when I hit enter for live install, it gives an error message of  RAMDISK ran out of compressed data invalid compressed format(err=1) Kernel panic - not syncing: VFS:Unable to mount root fs on unknown-block(1,0)",1
3314,3979,3RHLQY6EDS3N8UYH5V264B3CLSWD4C,1.2,1.4,5.0,6,21,33.3333333333,6.833333333330001,50.0,nvm I got it to work.,1
3315,3980,3CVDZS288GZ0A41J25XSE5NXJWXFMK,1.8,5.0,3.8,3,31,66.6666666667,2.33333333333,100.0,nyccabfare.com  estimates $5.70,1
3316,3981,3OCZWXS7ZN6O2PQ9WHJ4SGHVUXT5LP,4.2,6.0,3.0,8,49,68.75,7.5,75.0,NYC Restaurant Week is extended through March 20.,1
3317,3988,3QGTX7BCHO187E7DBIAD0VST9625Z9,1.8,3.4,4.2,5,33,20.0,4.0,100.0,Obviously GRUB was hosed somehow.,1
3318,3993,3FSEU3P2NQZOAAJKY8T3HTVQS76RRE,2.6,2.0,5.6,7,33,71.4285714286,4.57142857143,57.1428571429,Of course it is worth the effort.,1
3319,3994,3TKXBROM5S9UJNXO0GQL1A88VUUIJA,1.6,4.8,3.4,34,166,80.8823529412,4.205882352940001,47.058823529399994,"Of course, looking on the brite side, if you are stuck in the middle of the bridge in traffic, and on the outside lane, at least you have an awsome view of the falls.",1
3320,3996,3O71U79SRAO9E9658PXRL46C8MRSMG,1.8,5.6,3.6,11,59,40.9090909091,5.545454545449999,72.72727272729999,"Of course the card could have been changed, but not likely.",1
3321,4008,3BA7SXOG1IPIS54OZZN3QC0L2FK8RL,1.6,4.8,3.4,10,50,80.0,3.6,50.0,Off to NYC again to stay with an old schoolfriend.,1
3322,4010,3OREP8RUT1AA5DTHM0D1IACF8CUBGR,3.0,4.4,5.6,11,57,68.1818181818,2.09090909091,45.4545454545,"Of the 3 mentioned, I like the Riveredge Resort the best.",1
3323,4012,37VE3DA4YTGO59OS66VJ3AOGNC7BHQ,1.8,1.8,5.2,4,24,0.0,1.0,50.0,"Oh, absolutely, I agree.",1
3324,4013,3INZSNUD8ZPO504TMQYXLJES7KAD98,2.0,4.0,4.2,25,117,64.0,3.88,56.0,"Oh and by the way, this is on Ubuntu 8.04 Hardy Heron; I don't know if this will work on Feisty Fawn or Gutsy Gibbon.",1
3325,4014,35F6NGNVM7IR86CXTJ0SCR58FGA7T9,1.8,5.6,4.2,33,169,60.606060606099994,8.0,48.4848484848,"Oh, and just to clarify the point about walking on the bridge (because this comes up every year): As soon as you set foot on the bridge, you have left the United States.",1
3326,4015,3PCPFX4U4ZPRVJZBUY49VE72TXUFQ7,1.8,3.6,3.2,4,20,25.0,1.25,50.0,"Oh, I almost forgot.",1
3327,4016,3JUDR1D0D5Q7UPNZ63P2BVDDKTP2QA,1.6,3.2,4.0,12,68,66.6666666667,3.58333333333,58.3333333333,Oh -- one other idea might be the Marriott Renaissance in Pittsford.,1
3328,4018,30QQTY5GMJJ68JRMTOQ2HNRAYUH7U0,2.2,5.2,5.8,17,99,23.529411764699997,4.705882352940001,70.5882352941,"ok, actually you don't need run_wdp - so just change your udev-rule to execute wdp straight away...",1
3329,4019,3CMIQF80GMPVCQ60T51518UP0YRQ6F,1.8,3.8,2.8,28,138,53.571428571400006,6.6428571428600005,64.2857142857,"Okay, folks, here is the answer I got on the OpenOffice Impress forum (don't know if you have to create a free account to read it or not).",1
3330,4021,33CLA8O0MHAR7KEB7DT904H7PJWFR8,1.2,3.8,3.4,9,45,61.111111111099994,5.55555555556,44.4444444444,"ok, for some reason this doesn't work at all.",1
3331,4022,338GLSUI42A38ZEOM2TEQEM3BLFFSW,1.2,1.4,6.0,4,15,0.0,1.75,50.0,"Ok, here we go:",1
3332,4023,3BAWBGQGYKY6LYGMYE07D9TTC1Q7VP,1.4,1.4,3.6,6,26,16.6666666667,2.66666666667,50.0,"ok, i also tried this now:",1
3333,4024,3XU9MCX6VNB76Q2ZJIE2GLNIGFR2RB,1.4,3.6,4.4,13,55,57.6923076923,4.84615384615,30.7692307692,ok i did the command like you said with the sudo in it.,1
3334,4025,3Z3R5YC0P2M4NZR3B2Y40JIPD4TFTL,1.4,3.4,3.8,7,38,21.428571428599998,6.71428571429,57.1428571429,"ok, i have everything figured out now.",1
3335,4026,3XQ4XW3OD8BJ752CY7E76VSE2HA2SZ,2.4,4.2,3.4,18,83,55.5555555556,4.05555555556,50.0,ok I installed ubuntu on my ppc mac last night so im now dual booting with my imac.,1
3336,4027,3FCO4VKOZ3CPJNU03OBXD557C6OE7R,2.8,3.6,3.2,20,98,60.0,5.0,60.0,Ok:  I'm sort of new to this but I didn't see anything that really covered my issue on the forums.,1
3337,4028,3VGET1QSZZYJ0NGROO53ZBC7JAS7WZ,1.4,3.6,3.8,5,27,50.0,1.2,60.0,"Ok, I've the same problems.",1
3338,4029,3CKVGCS3PF4CBVZYJKATN7ZZ5JR0SE,1.2,4.4,3.2,21,96,61.9047619048,6.523809523810001,47.61904761899999,"ok, new cd issue, got to burn on an older cd, so it is recognized and boots to the intro scrren.",1
3339,4030,3QQUBC64ZDDNS8D4E0IEXRC4SR3NXJ,2.0,4.0,4.4,14,70,71.4285714286,10.5,71.4285714286,"Ok question, I'm tryin real hard to get XMMS up and running on Ubuntu.",1
3340,4031,31YWE12TEZBYPNLHYT1P1UQESCY7XS,1.8,1.4,4.6,2,11,0.0,0.0,50.0,"Ok, update.",1
3341,4034,3TLFH2L6Y8NKM5FRN7JXG0O040O2TO,2.4,4.0,3.2,5,30,100.0,2.2,80.0,Omit the wired ethernet stuff.,1
3342,4035,3UEBBGULPENJNC6SB7OE5F4RWI0FUC,3.0,4.8,4.4,10,46,70.0,4.3,70.0,Ommegang is indeed a fun way to spend an hour.,1
3343,4038,3JGHED38ECQNPSBR3PNRK8XNUIS7YY,2.4,5.0,2.8,15,80,60.0,3.9333333333300002,60.0,"On all machines, when I tried to open my OO 2.0.4 spreadsheets, OO calc crashed.",1
3344,4050,30EV7DWJTUU4LSXMKFIZEUXRZ78Y6Q,4.4,4.6,3.6,15,76,90.0,3.0,60.0,"On a winter Saturday night, the only staff were the owner, Yan and the chef.",1
3345,4054,311HQEI8RRFNUILWZBPAYF6P0CW7ZP,2.6,4.4,2.8,8,63,37.5,5.625,62.5,Once I accidentally closed that terminal without disconnecting.,1
3346,4058,3B623HUYJ3PUTK41EON8GM5HOH38S9,2.4,4.4,4.4,20,97,20.0,3.9,60.0,"Once you have that, just create a pppd profile and it should work, I'll let you know what I find.",1
3347,4059,3JGHED38ECQNPSBR3PNRK8XNUISY7P,4.2,6.6,3.8,40,193,75.0,5.9,57.5,"Once you pay to park in Niagara Falls State Park, you are good for a full day and can park next to Maid of the Mist (near Rainbow Bridge) and then drive to Goat Island (near Cave of the Winds).",1
3348,4060,3VMHWJRYHUFB4G0NGCZ1PM3VQ0HFX4,2.8,5.4,1.6,9,51,88.8888888889,5.44444444444,66.6666666667,On Dapper Gnome the optical drive ejects via fn-F12,1
3349,4065,3EAWOID6MSWS3NG2DFFYYUJ64NL0VJ,3.2,6.2,3.0,25,125,86.0,3.08,48.0,"On Edit: According to the discussion in this thread, there were no X.Org drivers for any of the XVR chips as of 6 months ago.",1
3350,4066,32L724R85KJQ5Y0MVTV5Y6UK4T0IPA,3.2,5.0,3.8,18,99,50.0,4.5,66.6666666667,One hypothesis I've had is that I'm using the latest NVidia drivers and that might cause a problem?,1
3351,4074,3FO95NVK5BZ0BPJXDXT8730ME9QSR4,1.2,4.2,4.4,31,175,54.8387096774,4.45161290323,64.5161290323,"one more thing i noticed is that even if the script is executed the icon doesn't appear in the system-tray, so maybe it's missing the connection to the xserver or something...",1
3352,4085,379OL9DBSRDR3BZKIMLBY4OTP8GY91,2.4,4.0,4.2,18,102,63.888888888900006,6.166666666669999,50.0,"One question, I disconnect by pressing ctrl-C with the terminal that I ran the script with still open.",1
3353,4091,3PEG1BH7ADQF7ZP0CRYGG248FTBBKU,2.6,5.0,2.6,19,90,39.473684210500004,5.8947368421099995,68.42105263159999,On fiesty i can see my treo using hcitool scan but i cannot connect when i reach this step,1
3354,4094,3BFF0DJK8WBDR4WPHMY37I142UNSTH,2.8,4.8,4.2,5,30,40.0,5.8,60.0,"On friday, it kept ""stalling.""",1
3355,4098,3H1C3QRA00IVV4PWU5J8TRXLDHFECK,2.2,2.6,3.6,5,26,60.0,7.2,60.0,On hoary it worked normal.,1
3356,4101,3JMNNNO3B03CEMJLICO83KVZ8U62WE,2.4,4.8,3.2,14,76,60.714285714300004,5.92857142857,57.1428571429,Only before the login it goes to terminal showing the error n 7 (radeon.so).,1
3357,4102,36MUZ9VAE5150WVAU1EJDXF3YHQDEI,2.0,4.6,3.6,20,113,52.5,6.7,55.0,Only fix I've got for this at the moment is just to restart the XServer (Ctrl-Alt-Backspace) and it works fine...,1
3358,4106,3WRBLBQ2GQ79LQQ7OKGCYTGWH8WG09,1.6,3.8,3.4,19,83,28.947368421100002,3.68421052632,52.631578947399994,only problem is i type it then it asks for the paswword and it wont let me type it.,1
3359,4131,31GECDVA9IL228NGEWN7V3DY0XG66Z,4.6,5.6,3.8,37,209,86.4864864865,5.378378378380001,64.8648648649,"On the other side of the river from Woodstock,with stunning views is the Vanderbilt Mansion, a National Historic Site that is operated by the National Park Service and is located on Old Post Road in Hyde Park.",1
3360,4135,302U8RURJY0VOJ89ELHW96FJCGVVNO,2.6,5.4,3.4,20,114,52.5,6.75,65.0,"On this coming Friday, my girlfriend and I will be leaving New Jersey (Northern) and will be driving to Cleveland.",1
3361,4139,31KPKEKW49CDU9IW8YOYXIPZ1V4B0N,3.2,4.0,3.0,6,30,50.0,7.666666666669999,66.6666666667,On Tuesday we will drive home.,1
3362,4141,3IQ9O0AYW5YOXQTTCA4P3GVHTWLITF,2.4,2.2,4.8,5,29,80.0,0.6,60.0,Ooops - apologies and thanks.,1
3363,4142,3HFWPF5AK8I8SNYV27SCP5X68VB3SC,2.8,5.4,1.6,22,127,72.72727272729999,7.045454545449999,81.8181818182,"open Beryl settings manager (should be a diamond in taskbar), click desktop in the top bar, then ensure rotate cube is enabled.",1
3364,4143,39N6W9XWRCM6ILMSWSRLQLAGTLCGYB,1.0,1.0,5.0,3,14,50.0,12.0,66.6666666667,"Open ,closed ?",1
3365,4145,3D1TUISJWHZ3X38ICFUZ8CHJCASIU6,5.0,4.8,3.6,11,68,50.0,5.909090909090001,54.5454545455,"Open it with an editor, and you will find installation instructions.",1
3366,4151,3OLZC0DJ8IE3AIXIH5444YJ2QH1IVV,3.2,2.6,3.2,11,61,27.2727272727,4.27272727273,72.72727272729999,Or are you saying that the kernel doesn't even properly boot?,1
3367,4153,3GV1I4SEO8OKLTQN10T9KMVVQS4L6L,1.6,3.0,3.0,15,83,66.6666666667,8.13333333333,66.6666666667,Or does anyone have any other tips for organised activities to make his 30th great.,1
3368,4154,3ZQA3IO31AQXKSSN8MXKH788DMTO17,1.6,1.2,5.0,4,18,12.5,4.5,50.0,or does it matter?,1
3369,4160,31JUPBOORM37P79BUFQ740RMWNUL87,3.4,5.2,3.6,16,94,62.5,7.0,68.75,"Orient Point beach is nice and they have facilities (ie, potties) there, which is nice w/kids.",1
3370,4161,38RHULDV9XEGP7XN7F90Q02GXQ3IW5,2.4,2.8,3.0,7,41,71.4285714286,9.85714285714,71.4285714286,Orient Point Beach sounds perfect for us.,1
3371,4162,37SQU136V6NCO0LM2KZ95BV0KBK11Y,2.4,4.6,3.4,24,136,56.25,4.54166666667,66.6666666667,"Or is Unmounting the same thing as Ejecting, and is that aweful noise of the harddrive whining down just something I'll learn to ignore?",1
3372,4165,3E9ZFLPWOXRVE72DHK5MSJGN6S9IXY,4.8,5.0,3.8,27,141,74.0740740741,7.2962962962999995,51.851851851899994,Or one could of course leave the umount out of script and unmount with nautilus and then run the script just to stop the drive from spinning.,1
3373,4166,3909MD9T2YG2YG96L7991XIOAU7EFV,1.2,2.4,2.6,6,22,75.0,2.0,16.6666666667,or one of the hotels ?,1
3374,4167,37Y5RYYI0O4K8L59MWZ0WLMAFQBSX0,2.8,3.6,3.4,22,100,61.363636363599994,3.8181818181800002,45.4545454545,Or should we just pay to park around the maid of the mist and walk or ride the trolley to the caves?,1
3375,4168,3D17ECOUODU8Y3Z1PODST4AXIVY13Q,3.6,5.6,3.6,17,90,70.5882352941,3.88235294118,52.941176470600006,Or simply write your diary in your email client and store the entries in a special folder.,1
3376,4169,3DA79LNS58U97NBAR7X2ZATSAEP3T1,1.6,2.6,2.6,11,49,50.0,4.45454545455,45.4545454545,or some doc that I can read to do that automated.,1
3377,4170,3NQUW096N5773CSLZ7WL4WMXGTCL9W,1.6,4.4,2.6,11,58,54.5454545455,3.6363636363599996,45.4545454545,Or you can write your diary in a calendar (i.e. Evolution),1
3378,4172,3X0EMNLXEOOVR4KMU0UODVKECVWVPK,3.4,3.4,3.8,5,32,50.0,4.6,40.0,Or you have another suggestions?,1
3379,4173,3M47JKRKCW0P6M647BK5FH9P6S668L,3.0,4.0,3.8,14,74,42.8571428571,2.5,64.2857142857,"Or you may have to rather specify UseFBDev to ""true"" if that doesn't work.",1
3380,4176,35JDMRECC388CG51WRFRJII0B97EGU,3.2,5.4,3.4,35,227,60.0,4.74285714286,71.4285714286,"Other networks will require different phone numbers, authentication, and context strings, which you will probably need to get from your provider, if you can get past the low-tier ""try rebooting Windows XP again"" support people.",1
3381,4183,3S4TINXCCZMYXQAFAJQ9NJLHZYLBOE,3.4,3.8,5.4,24,145,79.1666666667,2.95833333333,50.0,"Other than that, I was impressed by the extra speed and stability of the ""factory"" version of OpenOffice versus the version provided with Ubuntu.",1
3382,4184,3ULIZ0H1V94BCIM5371L818HWRP15G,2.2,4.4,4.0,21,108,40.476190476199996,3.9523809523800004,57.1428571429,"Other than this, I'm really enjoying feisty and will probably put it on my desktop pc when i get the chance.",1
3383,4185,371Q3BEXDG89DG5ONENLT62LNQ9SZX,4.4,4.6,5.6,19,120,47.368421052600006,4.42105263158,68.42105263159999,Otherwise I'd consider travelling via Toronto which I've read from the various post in this forum is highly recommended.,1
3384,4186,3MYASTQBG6AUXZLF3S9J7E4HHKEQD7,2.4,3.0,4.0,7,40,35.7142857143,3.4285714285699997,57.1428571429,"Otherwise, I have my workaround for now.",1
3385,4187,3I6NF2WGIFV8GXC8LQMOFOCNYG7G5U,3.2,4.6,2.8,9,61,61.111111111099994,1.8888888888900002,55.5555555556,Otherwise it   communicated jiberish to gc89 and no response.,1
3386,4189,3J9UN9O9J2RJCSG8WQ1FV68C90DJ0G,4.0,4.8,3.4,9,58,77.7777777778,5.0,77.7777777778,"Otherwise, the outlying suburbs have lots of chain hotels.",1
3387,4190,34KYK9TV2Q7DVI28H07I7OVIWNOBSB,1.4,2.6,4.2,11,61,50.0,6.909090909089999,72.72727272729999,otherwise this would have been a very nice and short patch...,1
3388,4191,39TX062QX0NGO4KUWHYZODEYNAD3XK,2.6,3.8,4.6,13,79,30.7692307692,5.46153846154,69.2307692308,(otherwise you would only have one chance to click there and remove wdpassport),1
3389,4192,3YKP7CX6G1ERCKIGTX97CXZM99AB7N,4.2,4.6,4.6,10,49,80.0,4.0,50.0,Our campground is one of many parks in this area.,1
3390,4197,3C8QQOM6JO00EDLO312YHPL0ZJZLIF,2.6,3.6,5.0,22,125,79.54545454550001,3.9090909090900006,63.636363636400006,"Our idea is some outdoor life, some indoor activity and perhaps some theatre or something special a teen doesnt do every day.",1
3391,4200,37G6BXQPLPKZP5ZFZNK3DWM2HWGEQP,4.2,5.8,3.0,14,100,64.2857142857,4.0,71.4285714286,"Our other active developer uses ThotKeeper primarily under Xandros, but occasionally on Ubuntu, too.",1
3392,4201,3SX4X51T8Z8TEG5N45QDS81BHGZOAV,1.6,4.0,4.0,11,52,68.1818181818,3.45454545455,54.5454545455,Our son will be staying with the team at the fields.,1
3393,4203,3X7837UUACXEQ32NYFHW47I3M3ZJ6H,4.0,4.8,2.4,12,76,50.0,5.25,58.3333333333,"Out of interest, what does WiFiRadar offer you that NetworkManager does not?",1
3394,4206,3HY86PZXPXHB81FYE8UOCVEU9KO1EH,2.2,2.2,4.8,3,20,16.6666666667,0.0,100.0,"Overall, it's solid.",1
3395,4233,3RHLQY6EDS3N8UYH5V264B3CLSX4D4,3.0,4.0,3.6,15,80,53.3333333333,4.13333333333,60.0,"People tell me that it's usually well kept, with some cabins and a decent store.",1
3396,4237,3S37Y8CWI7ZMH0Y8MQ7WWZSXS82W44,5.2,5.0,4.2,31,172,51.6129032258,4.51612903226,64.5161290323,"Perhaps posting in the installation/support forum might also be of help to you, I don't know that there are many intel Mac users out there who regularly post to this forum.",1
3397,4249,3IYI9285WRZ36KBO86UZQ7ADIPAJC9,3.8,5.2,3.4,19,120,92.10526315790001,3.36842105263,63.1578947368,Pittsford is a suburb of Rochester with a wonderful little historic village with lots of nice restaurants and boutiques.,1
3398,4252,3AFT28WXLE18KYOLGTIQ96PUUO4OIZ,3.0,4.4,3.8,12,64,70.8333333333,8.0,58.3333333333,Planning a trip in June and have checked reviews of both hotels.,1
3399,4253,3VGET1QSZZYJ0NGROO53ZBC7JASW7O,4.2,5.8,3.0,6,35,75.0,5.666666666669999,66.6666666667,Plattsburgh AFB closed in June 1995,1
3400,4254,36JW4WBR05JEIQ08B8HFM0F12AZHFE,4.0,4.0,4.0,9,56,33.3333333333,4.11111111111,66.6666666667,Plattsburgh has all the conveniences you will ever need.,1
3401,4255,3CZH926SIBDS00CH1QDQATLXL4Y4EX,5.4,3.8,4.6,4,36,25.0,6.5,100.0,Plattsburgh is growing dramatically.,1
3402,4256,3F6045TU7CNC2ARCAATVZNV2GZW99O,1.6,3.0,3.4,10,46,50.0,9.7,40.0,Play around with the file and see if it works.,1
3403,4257,3M67TQBQQGNQ7T1H2G7VVI6MMHE9A3,3.0,3.8,4.2,13,70,38.4615384615,7.23076923077,46.1538461538,Played around with sdparm and that was exactly what I was looking for.,1
3404,4258,3UV0D2KX1LIK6ECDW1XWSB6XX5D4FF,2.4,2.6,4.6,2,10,50.0,2.0,100.0,please do.,1
3405,4259,3R0WOCG21L8MPSSWK1TOHF16K5KDUZ,2.6,2.8,4.2,5,29,60.0,4.4,40.0,"Please, fix this silly thing!",1
3406,4260,37J05LC5AWIDBCH282PAADSV3PMJD9,4.0,3.0,4.2,24,121,50.0,6.791666666669999,50.0,"Please, give me any kind of idea, a test or a place/file where I can find a track to follow and understand what happened.",1
3407,4262,3S1WOPCJFFSI3IV24X0UGVAG31NJE2,1.2,3.0,4.0,3,15,16.6666666667,4.33333333333,66.6666666667,"PLEASe, help me",1
3408,4263,3ZURAPD287M3EFFU9JEUUDZULL31FZ,2.6,3.0,3.6,4,22,75.0,6.75,75.0,Please post this file.,1
3409,4264,3ATYLI1PRS14F98RYB3QL74U73TOJB,2.6,4.8,2.2,47,266,61.7021276596,5.914893617020001,55.3191489362,"please see my current etc/fstab (after typing '$cat /etc/fstab' at the terminal, and having the USB unit connected), please note that i have a mount point (or something like that) where i can access the files that i have in my Windows XP partition (i called windows)",1
3410,4265,32204AGAAABKWQW3MSNX4LFD3PZHGD,3.6,3.8,4.6,14,72,53.571428571400006,4.6428571428600005,57.1428571429,Please tell me how to get Firefox and Thunderbird to talk to each other.,1
